entity_id,paragraph_ID,sentence_ID,start_token,end_token,text,time_kind,precision,annee,mois,jour,heure,minute,datetime_auto,time_code_auto,jour_romanesque,debut_auto,fin_auto,duration_value,duration_unit,duration_relation,regle
348,859,1877,36965,36971,pendant toute la durée de la bourrasque,duree,quantite,,,,,,,,,,,,,,duree_quantite
349,860,1884,37100,37104,la journée du 4 novembre,date_absolue,jour,1872.0,11.0,4.0,,,1872-11-04,1872-11-04-00-00,34.0,,,,,,date_complete
350,862,1889,37172,37173,le 6,date_absolue,jour,1872.0,11.0,6.0,,,1872-11-06,1872-11-06-00-00,36.0,,,,,,jour_seul
351,862,1889,37175,37179,à cinq heures du matin,heure,heure,1872.0,11.0,6.0,5.0,0.0,1872-11-06 05:00,1872-11-06-05-00,36.0,,,,,,heure_seule
352,862,1890,37191,37192,au 5,date_absolue,jour,1872.0,11.0,5.0,,,1872-11-05,1872-11-05-00-00,35.0,,,,,,jour_seul
353,862,1891,37200,37201,le 6,date_absolue,jour,1872.0,11.0,6.0,,,1872-11-06,1872-11-06-00-00,36.0,,,,,,jour_seul
354,862,1892,37206,37209,vingt-quatre heures de retard,duree,quantite,,,,,,,,,,,24.0,heure,retard,duree_quantite
355,863,1893,37220,37222,à six heures,heure,heure,1872.0,11.0,6.0,6.0,0.0,1872-11-06 06:00,1872-11-06-06-00,36.0,,,,,,heure_seule
356,866,1899,37383,37383,demain,relatif,datetime,1872.0,11.0,7.0,6.0,0.0,1872-11-07 06:00,1872-11-07-06-00,37.0,,,,,,lendemain_plus_1
357,866,1899,37386,37389,la marée du matin,relatif,datetime,1872.0,11.0,7.0,8.0,0.0,1872-11-07 08:00,1872-11-07-08-00,37.0,,,,,,moment_matin
358,871,1905,37454,37454,hier,relatif,datetime,1872.0,11.0,6.0,8.0,0.0,1872-11-06 08:00,1872-11-06-08-00,36.0,,,,,,veille_moins_1
359,872,1906,37482,37482,demain,relatif,datetime,1872.0,11.0,7.0,8.0,0.0,1872-11-07 08:00,1872-11-07-08-00,37.0,,,,,,lendemain_plus_1
360,877,1912,37597,37599,à une heure,heure,heure,1872.0,11.0,7.0,1.0,0.0,1872-11-07 01:00,1872-11-07-01-00,37.0,,,,,,heure_seule
361,878,1914,37642,37646,la date du 5 novembre,date_absolue,jour,1872.0,11.0,5.0,,,1872-11-05,1872-11-05-00-00,35.0,,,,,,date_complete
362,878,1914,37657,37659,pendant huit jours,duree,intervalle,1872.0,11.0,13.0,0.0,0.0,1872-11-13 00:00,1872-11-13-00-00,43.0,1872-11-05 00:00,1872-11-13 00:00,8.0,jour,pendant,duree_forward_intervalle_pendant
363,879,1917,37747,37750,pendant les vingt-deux jours,duree,intervalle,1872.0,11.0,27.0,0.0,0.0,1872-11-27 00:00,1872-11-27-00-00,57.0,1872-11-05 00:00,1872-11-27 00:00,22.0,jour,pendant,duree_forward_intervalle_pendant
364,879,1918,37772,37774,vingt-quatre heures près,duree,quantite,,,,,,,,,,,24.0,heure,duree_simple,duree_quantite
365,880,1919,37796,37798,le lendemain matin,relatif,datetime,1872.0,11.0,6.0,0.0,0.0,1872-11-06 00:00,1872-11-06-00-00,36.0,,,,,,lendemain_plus_1
366,880,1919,37799,37801,à cinq heures,heure,heure,1872.0,11.0,6.0,5.0,0.0,1872-11-06 05:00,1872-11-06-05-00,36.0,,,,,,heure_seule
367,880,1919,37808,37809,seize heures,heure,heure,1872.0,11.0,6.0,16.0,0.0,1872-11-06 16:00,1872-11-06-16-00,36.0,,,,,,heure_seule
368,880,1923,37884,37886,vingt minutes après,relatif,datetime,1872.0,11.0,6.0,16.0,20.0,1872-11-06 16:20,1872-11-06-16-20,36.0,,,,,,offset_20min
369,883,1931,38023,38025,depuis deux ans,duree,intervalle,1872.0,11.0,6.0,16.0,20.0,1872-11-06 16:20,1872-11-06-16-20,36.0,1870-11-06 16:20,1872-11-06 16:20,2.0,annee,depuis,duree_depuis_intervalle
370,893,1949,38268,38271,le traité de nanking,garbage_probable,non_temporel,,,,,,,,,,,,,,garbage_probable
371,893,1949,38273,38277,après la guerre de 1842,date_absolue,annee,1842.0,,,,,1842,1842-00-00-00-00,,,,,,,annee_seule
372,893,1950,38286,38288,en quelques années,duree,intervalle,1875.0,11.0,6.0,16.0,20.0,1875-11-06 16:20,1875-11-06-16-20,1131.0,1872-11-06 16:20,1875-11-06 16:20,3.0,annee,en,duree_forward_intervalle_en
373,899,1969,38827,38828,quelques jours,duree,quantite,,,,,,,,,,,3.0,jour,duree_simple,duree_quantite
374,903,1977,38965,38967,le soir même,relatif,datetime,1872.0,11.0,6.0,20.0,0.0,1872-11-06 20:00,1872-11-06-20-00,36.0,,,,,,moment_soir
375,903,1977,38968,38970,à huit heures,heure,heure,1872.0,11.0,6.0,8.0,0.0,1872-11-06 08:00,1872-11-06-08-00,36.0,,,,,,heure_seule
376,903,1977,38974,38976,le lendemain matin,relatif,datetime,1872.0,11.0,7.0,8.0,0.0,1872-11-07 08:00,1872-11-07-08-00,37.0,,,,,,lendemain_plus_1
377,905,1982,39033,39035,pendant quelques jours,duree,quantite,,,,,,,,,,,,,,duree_quantite
378,910,2001,39437,39439,en cinq ans,duree,intervalle,1877.0,11.0,7.0,8.0,0.0,1877-11-07 08:00,1877-11-07-08-00,1863.0,1872-11-07 08:00,1877-11-07 08:00,5.0,annee,en,duree_forward_intervalle_en
379,912,2006,39572,39574,de quelques heures,heure,heure,1872.0,11.0,7.0,3.0,0.0,1872-11-07 03:00,1872-11-07-03-00,37.0,,,,,,heure_seule
380,917,2012,39649,39649,demain,relatif,datetime,1872.0,11.0,8.0,3.0,0.0,1872-11-08 03:00,1872-11-08-03-00,38.0,,,,,,lendemain_plus_1
381,933,2040,39984,39986,pendant quelques jours,duree,quantite,,,,,,,,,,,,,,duree_quantite
382,942,2055,40244,40247,depuis quelque temps déjà,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
383,956,2081,40602,40605,le 28 septembre dernier,date_absolue,jour,1872.0,9.0,28.0,,,1872-09-28,1872-09-28-00-00,-3.0,,,,,,date_complete
384,958,2087,40699,40703,le jour de son départ,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
385,978,2129,41430,41433,pendant toute la soirée,duree,quantite,,,,,,,,,,,,,,duree_quantite
386,979,2130,41469,41472,l' heure du coucher,relatif,datetime,1872.0,9.0,28.0,0.0,0.0,1872-09-28 00:00,1872-09-28-00-00,-3.0,,,,,,deictique_instant_courant
387,979,2131,41489,41492,avant le lendemain matin,relatif,datetime,1872.0,9.0,29.0,0.0,0.0,1872-09-29 00:00,1872-09-29-00-00,-2.0,,,,,,lendemain_plus_1
388,979,2132,41502,41503,le lendemain,relatif,datetime,1872.0,9.0,30.0,0.0,0.0,1872-09-30 00:00,1872-09-30-00-00,-1.0,,,,,,lendemain_plus_1
389,981,2136,41565,41567,alors huit heures,heure,heure,1872.0,9.0,30.0,8.0,0.0,1872-09-30 08:00,1872-09-30-08-00,-1.0,,,,,,heure_seule
390,981,2136,41587,41590,neuf heures et demie,heure,heure,1872.0,9.0,30.0,9.0,30.0,1872-09-30 09:30,1872-09-30-09-30,-1.0,,,,,,heure_seule
391,983,2138,41625,41628,une demi-heure plus tard,relatif,datetime,1872.0,9.0,30.0,10.0,0.0,1872-09-30 10:00,1872-09-30-10-00,-1.0,,,,,,offset_30min
392,983,2138,41649,41651,depuis la veille,relatif,datetime,1872.0,9.0,29.0,10.0,0.0,1872-09-29 10:00,1872-09-29-10-00,-2.0,,,,,,veille_moins_1
393,986,2143,41725,41727,en ce moment,relatif,datetime,1872.0,9.0,29.0,10.0,0.0,1872-09-29 10:00,1872-09-29-10-00,-2.0,,,,,,deictique_instant_courant
394,987,2145,41771,41771,hier,relatif,datetime,1872.0,9.0,28.0,10.0,0.0,1872-09-28 10:00,1872-09-28-10-00,-3.0,,,,,,veille_moins_1
395,992,2152,41843,41844,depuis hier,relatif,datetime,1872.0,9.0,27.0,10.0,0.0,1872-09-27 10:00,1872-09-27-10-00,-4.0,,,,,,veille_moins_1
396,995,2159,41919,41922,douze heures plus tôt,relatif,datetime,1872.0,9.0,26.0,22.0,0.0,1872-09-26 22:00,1872-09-26-22-00,-5.0,,,,,,offset_-720min
397,995,2159,41932,41933,huit jours,duree,quantite,,,,,,,,,,,8.0,jour,duree_simple,duree_quantite
398,995,2159,41934,41936,le prochain départ,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
399,996,2160,41945,41946,huit jours,duree,quantite,,,,,,,,,,,8.0,jour,duree_simple,duree_quantite
400,996,2161,41957,41958,huit jours,duree,quantite,,,,,,,,,,,8.0,jour,duree_simple,duree_quantite
401,996,2162,41962,41963,huit jours,duree,quantite,,,,,,,,,,,8.0,jour,duree_simple,duree_quantite
402,1001,2172,42106,42108,pendant trois heures,duree,quantite,,,,,,,,,,,,,,duree_quantite
403,1015,2189,42343,42344,le 14,date_absolue,jour,1872.0,9.0,14.0,,,1872-09-14,1872-09-14-00-00,-17.0,,,,,,jour_seul
404,1026,2203,42575,42579,cette époque de l' année,relatif,annee,1872.0,,,,,1872,1872-00-00-00-00,,,,,,,annee_courante
405,1039,2220,42810,42811,le 11,date_absolue,jour,1872.0,9.0,11.0,,,1872-09-11,1872-09-11-00-00,-20.0,,,,,,jour_seul
406,1039,2220,42813,42817,à sept heures du soir,heure,heure,1872.0,9.0,11.0,19.0,0.0,1872-09-11 19:00,1872-09-11-19-00,-20.0,,,,,,heure_seule
407,1039,2221,42822,42825,quatre jours devant nous,duree,quantite,,,,,,,,,,,4.0,jour,duree_simple,duree_quantite
408,1039,2221,42822,42823,quatre jours,duree,quantite,,,,,,,,,,,4.0,jour,duree_simple,duree_quantite
409,1039,2222,42827,42828,quatre jours,duree,quantite,,,,,,,,,,,4.0,jour,duree_simple,duree_quantite
410,1039,2222,42830,42833,c' est quatre-vingt-seize heures,duree,quantite,,,,,,,,,,,96.0,heure,duree_simple,duree_quantite
411,1041,2224,42886,42888,dans une heure,relatif,datetime,1872.0,9.0,11.0,20.0,0.0,1872-09-11 20:00,1872-09-11-20-00,-20.0,,,,,,offset_60min
412,1048,2233,42978,42980,dans une demi-heure,relatif,datetime,1872.0,9.0,11.0,20.0,30.0,1872-09-11 20:30,1872-09-11-20-30,-20.0,,,,,,offset_30min
413,1052,2240,43108,43110,trois heures sonnaient,heure,heure,1872.0,9.0,11.0,3.0,0.0,1872-09-11 03:00,1872-09-11-03-00,-20.0,,,,,,heure_seule
414,1059,2259,43479,43483,à trois heures dix minutes,heure,heure,1872.0,9.0,11.0,3.0,10.0,1872-09-11 03:10,1872-09-11-03-10,-20.0,,,,,,heure_seule
415,1062,2267,43660,43664,cette époque de l' année,relatif,annee,1872.0,,,,,1872,1872-00-00-00-00,,,,,,,annee_courante
416,1062,2268,43691,43693,on était encore,garbage_probable,non_temporel,,,,,,,,,,,,,,garbage_probable
417,1062,2268,43694,43698,aux premiers jours de novembre,date_absolue,mois,1872.0,11.0,,,,1872-11,1872-11-00-00-00,,,,,,,mois_approx
418,1064,2272,43789,43795,pendant les dernières heures de cette journée,relatif,datetime,1872.0,9.0,11.0,3.0,10.0,1872-09-11 03:10,1872-09-11-03-10,-20.0,,,,,,deictique_date_courante
419,1068,2280,43973,43974,le crépuscule,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
420,1069,2283,44021,44022,la nuit,relatif,datetime,1872.0,9.0,11.0,22.0,0.0,1872-09-11 22:00,1872-09-11-22-00,-20.0,,,,,,moment_nuit
421,1073,2301,44427,44429,au dernier moment,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
422,1074,2305,44482,44484,vers dix heures,heure,heure,1872.0,9.0,11.0,10.0,0.0,1872-09-11 10:00,1872-09-11-10-00,-20.0,,,,,,heure_seule
423,1075,2308,44556,44557,à minuit,heure,heure,1872.0,9.0,11.0,0.0,0.0,1872-09-11 00:00,1872-09-11-00-00,-20.0,,,,,,heure_seule
424,1075,2311,44596,44598,toute la nuit,relatif,datetime,1872.0,9.0,11.0,22.0,0.0,1872-09-11 22:00,1872-09-11-22-00,-20.0,,,,,,moment_nuit
425,1076,2312,44603,44604,le lendemain,relatif,datetime,1872.0,9.0,12.0,22.0,0.0,1872-09-12 22:00,1872-09-12-22-00,-19.0,,,,,,lendemain_plus_1
426,1076,2312,44606,44607,8 novembre,date_absolue,jour,1872.0,11.0,8.0,,,1872-11-08,1872-11-08-00-00,38.0,,,,,,date_complete
427,1076,2312,44609,44612,au lever du soleil,relatif,datetime,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,moment_lever_du_soleil
428,1077,2316,44684,44687,pendant toute cette journée,relatif,datetime,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,deictique_date_courante
429,1078,2319,44783,44784,vers midi,heure,heure,1872.0,11.0,8.0,12.0,0.0,1872-11-08 12:00,1872-11-08-12-00,38.0,,,,,,heure_seule
430,1078,2320,44804,44808,au bout de deux heures,heure,heure,1872.0,11.0,8.0,2.0,0.0,1872-11-08 02:00,1872-11-08-02-00,38.0,,,,,,heure_seule
431,1087,2334,45084,45085,la journée,relatif,datetime,1872.0,11.0,8.0,12.0,0.0,1872-11-08 12:00,1872-11-08-12-00,38.0,,,,,,moment_journee
432,1089,2345,45196,45197,le soir,relatif,datetime,1872.0,11.0,8.0,20.0,0.0,1872-11-08 20:00,1872-11-08-20-00,38.0,,,,,,moment_soir
433,1090,2347,45262,45264,pendant la nuit,duree,quantite,,,,,,,,,,,,,,duree_quantite
434,1090,2347,45266,45271,vers les premières heures du matin,duree,quantite,,,,,,,,,,,,,,duree_quantite
435,1091,2352,45346,45349,le lever du jour,relatif,datetime,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,moment_lever_du_jour
436,1091,2356,45415,45416,la veille,relatif,datetime,1872.0,11.0,7.0,6.0,0.0,1872-11-07 06:00,1872-11-07-06-00,37.0,,,,,,veille_moins_1
437,1092,2358,45456,45459,à un certain moment,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
438,1100,2370,45582,45589,à une époque moins avancée de l' année,relatif,annee,1872.0,,,,,1872,1872-00-00-00-00,,,,,,,annee_courante
439,1100,2370,45614,45616,en équinoxe hiver,moment_vague,saison,,,,,,,,,,,,,,moment_vague
440,1103,2382,45786,45788,vers huit heures,heure,heure,1872.0,11.0,7.0,8.0,0.0,1872-11-07 08:00,1872-11-07-08-00,37.0,,,,,,heure_seule
441,1104,2385,45860,45863,pendant toute la journée,duree,quantite,,,,,,,,,,,,,,duree_quantite
442,1105,2390,46009,46011,vers le soir,relatif,datetime,1872.0,11.0,7.0,20.0,0.0,1872-11-07 20:00,1872-11-07-20-00,37.0,,,,,,moment_soir
443,1106,2393,46077,46079,avec la nuit,relatif,datetime,1872.0,11.0,7.0,22.0,0.0,1872-11-07 22:00,1872-11-07-22-00,37.0,,,,,,moment_nuit
444,1118,2416,46338,46339,le jour,relatif,datetime,1872.0,11.0,7.0,22.0,0.0,1872-11-07 22:00,1872-11-07-22-00,37.0,,,,,,jour_courant
445,1120,2422,46440,46441,à midi,heure,heure,1872.0,11.0,7.0,12.0,0.0,1872-11-07 12:00,1872-11-07-12-00,37.0,,,,,,heure_seule
446,1122,2425,46495,46496,la nuit,relatif,datetime,1872.0,11.0,7.0,22.0,0.0,1872-11-07 22:00,1872-11-07-22-00,37.0,,,,,,moment_nuit
447,1122,2428,46519,46522,"le lendemain , 11",relatif,datetime,1872.0,11.0,8.0,22.0,0.0,1872-11-08 22:00,1872-11-08-22-00,38.0,,,,,,lendemain_plus_1
448,1122,2428,46524,46527,au lever du jour,relatif,datetime,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,moment_lever_du_jour
449,1123,2429,46559,46560,cette journée,relatif,datetime,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,deictique_date_courante
450,1123,2430,46567,46576,le soir même que mr. fogg devait arriver à shangaï,relatif,datetime,1872.0,11.0,8.0,20.0,0.0,1872-11-08 20:00,1872-11-08-20-00,38.0,,,,,,moment_soir
451,1123,2430,46567,46569,le soir même,relatif,datetime,1872.0,11.0,8.0,20.0,0.0,1872-11-08 20:00,1872-11-08-20-00,38.0,,,,,,moment_soir
452,1123,2430,46584,46589,le départ du paquebot de yokohama,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
453,1123,2431,46599,46600,plusieurs heures,heure,heure,1872.0,11.0,8.0,4.0,0.0,1872-11-08 04:00,1872-11-08-04-00,38.0,,,,,,heure_seule
454,1125,2435,46655,46656,à midi,heure,heure,1872.0,11.0,8.0,12.0,0.0,1872-11-08 12:00,1872-11-08-12-00,38.0,,,,,,heure_seule
455,1125,2435,46676,46677,six heures,heure,heure,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,heure_seule
456,1125,2435,46684,46689,le départ du paquebot de yokohama,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
457,1127,2441,46800,46802,à six heures,heure,heure,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,heure_seule
458,1128,2442,46838,46840,à sept heures,heure,heure,1872.0,11.0,8.0,7.0,0.0,1872-11-08 07:00,1872-11-08-07-00,38.0,,,,,,heure_seule
459,1129,2447,46926,46928,l' heure réglementaire,relatif,datetime,1872.0,11.0,8.0,7.0,0.0,1872-11-08 07:00,1872-11-08-07-00,38.0,,,,,,deictique_instant_courant
460,1137,2459,47084,47086,le 7 novembre,date_absolue,jour,1872.0,11.0,7.0,,,1872-11-07,1872-11-07-00-00,37.0,,,,,,date_complete
461,1137,2459,47088,47094,à six heures et demie du soir,heure,heure,1872.0,11.0,7.0,18.0,30.0,1872-11-07 18:30,1872-11-07-18-30,37.0,,,,,,heure_seule
462,1138,2463,47141,47143,le lendemain matin,relatif,datetime,1872.0,11.0,8.0,18.0,30.0,1872-11-08 18:30,1872-11-08-18-30,38.0,,,,,,lendemain_plus_1
463,1140,2467,47236,47239,trois heures plus tard,relatif,datetime,1872.0,11.0,8.0,21.0,30.0,1872-11-08 21:30,1872-11-08-21-30,38.0,,,,,,offset_180min
464,1142,2473,47400,47402,le lendemain matin,relatif,datetime,1872.0,11.0,9.0,21.0,30.0,1872-11-09 21:30,1872-11-09-21-30,39.0,,,,,,lendemain_plus_1
465,1143,2474,47418,47420,ce matin -là,relatif,datetime,1872.0,11.0,9.0,8.0,0.0,1872-11-09 08:00,1872-11-09-08-00,39.0,,,,,,moment_matin
466,1143,2477,47474,47475,la veille,relatif,datetime,1872.0,11.0,8.0,8.0,0.0,1872-11-08 08:00,1872-11-08-08-00,38.0,,,,,,veille_moins_1
467,1150,2498,47777,47778,cette heure,relatif,datetime,1872.0,11.0,8.0,8.0,0.0,1872-11-08 08:00,1872-11-08-08-00,38.0,,,,,,deictique_instant_courant
468,1163,2537,48245,48248,cinq ou six jours,duree,quantite,,,,,,,,,,,5.0,jour,duree_simple,duree_quantite
469,1164,2541,48309,48310,le 13,date_absolue,jour,1872.0,11.0,13.0,,,1872-11-13,1872-11-13-00-00,43.0,,,,,,jour_seul
470,1164,2541,48313,48316,la marée du matin,relatif,datetime,1872.0,11.0,13.0,8.0,0.0,1872-11-13 08:00,1872-11-13-08-00,43.0,,,,,,moment_matin
471,1173,2556,49188,49190,pendant quelques heures,duree,quantite,,,,,,,,,,,,,,duree_quantite
472,1179,2564,49540,49544,après une journée de promenade,relatif,datetime,1872.0,11.0,14.0,8.0,0.0,1872-11-14 08:00,1872-11-14-08-00,44.0,,,,,,offset_1j
473,1179,2567,49673,49674,au lendemain,relatif,datetime,1872.0,11.0,15.0,8.0,0.0,1872-11-15 08:00,1872-11-15-08-00,45.0,,,,,,lendemain_plus_1
474,1180,2568,49683,49684,la nuit,relatif,datetime,1872.0,11.0,15.0,22.0,0.0,1872-11-15 22:00,1872-11-15-22-00,45.0,,,,,,moment_nuit
475,1183,2575,49818,49819,le lendemain,relatif,datetime,1872.0,11.0,16.0,22.0,0.0,1872-11-16 22:00,1872-11-16-22-00,46.0,,,,,,lendemain_plus_1
476,1183,2575,49839,49841,le plus tôt,relatif_non_calcule,non_instancie,,,,,,,,,,,,,,relatif_non_calcule
477,1186,2581,49991,49992,quelques heures,heure,heure,1872.0,11.0,16.0,3.0,0.0,1872-11-16 03:00,1872-11-16-03-00,46.0,,,,,,heure_seule
478,1199,2608,50489,50491,avant leur départ,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
479,1205,2616,50551,50556,un quart d' heure plus tard,heure,heure,1872.0,11.0,16.0,1.0,0.0,1872-11-16 01:00,1872-11-16-01-00,46.0,,,,,,heure_seule
480,1227,2644,51041,51043,son jeune âge,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
481,1230,2650,51097,51099,avant huit jours,relatif,datetime,1872.0,11.0,8.0,1.0,0.0,1872-11-08 01:00,1872-11-08-01-00,38.0,,,,,,offset_-8j
482,1231,2651,51122,51124,à trois heures,heure,heure,1872.0,11.0,8.0,3.0,0.0,1872-11-08 03:00,1872-11-08-03-00,38.0,,,,,,heure_seule
483,1232,2654,51204,51206,avant trois heures,relatif,datetime,1872.0,11.0,8.0,6.0,0.0,1872-11-08 06:00,1872-11-08-06-00,38.0,,,,,,offset_180min
484,1245,2691,52248,52252,à six heures et demie,heure,heure,1872.0,11.0,8.0,6.0,30.0,1872-11-08 06:30,1872-11-08-06-30,38.0,,,,,,heure_seule
485,1245,2691,52254,52259,au moment où il allait partir,relatif,datetime,1872.0,11.0,8.0,6.0,30.0,1872-11-08 06:30,1872-11-08-06-30,38.0,,,,,,deictique_instant_courant
486,1246,2696,52349,52351,quelques instants après,relatif,datetime,1872.0,11.0,8.0,6.0,31.0,1872-11-08 06:31,1872-11-08-06-31,38.0,,,,,,offset_flou_1min
487,1247,2698,52409,52411,le matin même,relatif,datetime,1872.0,11.0,8.0,8.0,0.0,1872-11-08 08:00,1872-11-08-08-00,38.0,,,,,,moment_matin
488,1247,2698,52413,52414,14 novembre,date_absolue,jour,1872.0,11.0,14.0,,,1872-11-14,1872-11-14-00-00,44.0,,,,,,date_complete
489,1247,2698,52416,52419,à l' heure réglementaire,relatif,datetime,1872.0,11.0,14.0,0.0,0.0,1872-11-14 00:00,1872-11-14-00-00,44.0,,,,,,deictique_instant_courant
490,1247,2699,52476,52477,la veille,relatif,datetime,1872.0,11.0,13.0,0.0,0.0,1872-11-13 00:00,1872-11-13-00-00,43.0,,,,,,veille_moins_1
491,1248,2700,52487,52489,le soir même,relatif,datetime,1872.0,11.0,13.0,20.0,0.0,1872-11-13 20:00,1872-11-13-20-00,43.0,,,,,,moment_soir
492,1251,2711,52764,52765,une heure,heure,heure,1872.0,11.0,13.0,1.0,0.0,1872-11-13 01:00,1872-11-13-01-00,43.0,,,,,,heure_seule
493,1252,2715,52951,52954,vingt et un jours,duree,quantite,,,,,,,,,,,21.0,jour,duree_simple,duree_quantite
494,1252,2716,52970,52972,le 2 décembre,date_absolue,jour,1872.0,12.0,2.0,,,1872-12-02,1872-12-02-00-00,62.0,,,,,,date_complete
495,1252,2716,52979,52980,le 11,date_absolue,jour,1872.0,12.0,11.0,,,1872-12-11,1872-12-11-00-00,71.0,,,,,,jour_seul
496,1252,2716,52985,52986,le 20,date_absolue,jour,1872.0,12.0,20.0,,,1872-12-20,1872-12-20-00-00,80.0,,,,,,jour_seul
497,1252,2716,52994,52995,quelques heures,heure,heure,1872.0,12.0,20.0,3.0,0.0,1872-12-20 03:00,1872-12-20-03-00,80.0,,,,,,heure_seule
498,1252,2716,52996,53001,cette date fatale du 21 décembre,date_absolue,jour,1872.0,12.0,21.0,,,1872-12-21,1872-12-21-00-00,81.0,,,,,,date_complete
499,1256,2730,53337,53339,neuf jours après,relatif,datetime,1872.0,12.0,30.0,0.0,0.0,1872-12-30 00:00,1872-12-30-00-00,90.0,,,,,,offset_9j
500,1257,2731,53363,53365,le 23 novembre,date_absolue,jour,1872.0,11.0,23.0,,,1872-11-23,1872-11-23-00-00,53.0,,,,,,date_complete
501,1257,2732,53389,53395,sur quatre-vingts jours mis à sa disposition,duree,intervalle,1873.0,2.0,11.0,0.0,0.0,1873-02-11 00:00,1873-02-11-00-00,133.0,1872-11-23 00:00,1873-02-11 00:00,80.0,jour,sur,duree_forward_intervalle_sur
502,1257,2732,53389,53391,sur quatre-vingts jours,duree,intervalle,1873.0,2.0,11.0,0.0,0.0,1873-02-11 00:00,1873-02-11-00-00,133.0,1872-11-23 00:00,1873-02-11 00:00,80.0,jour,sur,duree_forward_intervalle_sur
503,1257,2735,53541,53545,cette date du 23 novembre,date_absolue,jour,1872.0,11.0,23.0,,,1872-11-23,1872-11-23-00-00,53.0,,,,,,date_complete
504,1258,2737,53571,53573,ce 23 novembre,date_absolue,jour,1872.0,11.0,23.0,,,1872-11-23,1872-11-23-00-00,53.0,,,,,,date_complete
505,1258,2739,53617,53619,ce jour -là,relatif,datetime,1872.0,11.0,23.0,0.0,0.0,1872-11-23 00:00,1872-11-23-00-00,53.0,,,,,,deictique_date_courante
506,1260,2745,53721,53725,un jour ou l' autre,duree,quantite,,,,,,,,,,,1.0,jour,duree_simple,duree_quantite
507,1261,2747,53783,53786,neuf heures du matin,heure,heure,1872.0,11.0,23.0,9.0,0.0,1872-11-23 09:00,1872-11-23-09-00,53.0,,,,,,heure_seule
508,1261,2747,53792,53795,neuf heures du soir,heure,heure,1872.0,11.0,23.0,21.0,0.0,1872-11-23 21:00,1872-11-23-21-00,53.0,,,,,,heure_seule
509,1261,2747,53803,53807,la vingt et unième heure,heure,heure,1872.0,11.0,23.0,20.0,0.0,1872-11-23 20:00,1872-11-23-20-00,53.0,,,,,,heure_seule
510,1261,2747,53809,53809,minuit,heure,heure,1872.0,11.0,23.0,0.0,0.0,1872-11-23 00:00,1872-11-23-00-00,53.0,,,,,,heure_seule
511,1262,2749,53880,53882,en ce moment,relatif,datetime,1872.0,11.0,23.0,0.0,0.0,1872-11-23 00:00,1872-11-23-00-00,53.0,,,,,,deictique_instant_courant
512,1263,2750,53915,53917,en ce moment,relatif,datetime,1872.0,11.0,23.0,0.0,0.0,1872-11-23 00:00,1872-11-23-00-00,53.0,,,,,,deictique_instant_courant
513,1265,2753,53948,53950,dans la journée,relatif,datetime,1872.0,11.0,23.0,12.0,0.0,1872-11-23 12:00,1872-11-23-12-00,53.0,,,,,,moment_journee
514,1265,2754,53980,53983,quarante jours de date,duree,quantite,,,,,,,,,,,40.0,jour,duree_simple,duree_quantite
515,1267,2769,54232,54234,ce jour -là,relatif,datetime,1872.0,11.0,23.0,12.0,0.0,1872-11-23 12:00,1872-11-23-12-00,53.0,,,,,,deictique_date_courante
516,1285,2800,54715,54717,onze jours après,relatif,datetime,1872.0,12.0,4.0,12.0,0.0,1872-12-04 12:00,1872-12-04-12-00,64.0,,,,,,offset_11j
517,1285,2800,54719,54721,le 3 décembre,date_absolue,jour,1872.0,12.0,3.0,,,1872-12-03,1872-12-03-00-00,63.0,,,,,,date_complete
518,1287,2802,54755,54758,sept heures du matin,heure,heure,1872.0,12.0,3.0,7.0,0.0,1872-12-03 07:00,1872-12-03-07-00,63.0,,,,,,heure_seule
519,1289,2810,55000,55004,à six heures du soir,heure,heure,1872.0,12.0,3.0,18.0,0.0,1872-12-03 18:00,1872-12-03-18-00,63.0,,,,,,heure_seule
520,1289,2811,55010,55012,une journée entière,relatif,datetime,1872.0,12.0,3.0,12.0,0.0,1872-12-03 12:00,1872-12-03-12-00,63.0,,,,,,moment_journee
