triplet_id,chapter,Num_paragr,Num_phrase,Sentence_index,Phrase,Sujet,Verbe,Objet,Lemme_verbe,personnages_triptyque,lieux_triptyque,types_lieux_triptyque,time_texte_phrase,time_code_phrase,date_jour_phrase,jour_romanesque_phrase,time_texte_precedent,time_code_precedent,date_jour_precedent,jour_romanesque_precedent,time_texte_auto,time_code_auto,date_jour_auto,jour_romanesque_auto,source_temps_auto,lieux_labels,a_personnage,a_lieu,deplacement
330,2,34,92,93,"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,faisait,à Londres,faire,['1'],[],[],depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,phrase,[],True,False,False
331,2,34,92,93,"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,faisait,le métier de valet de chambre,faire,['1'],[],[],depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,phrase,[],True,False,False
332,2,34,92,93,"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,cherché,Quant à Jean un vrai Parisien de Paris,chercher,['1'],[],[],depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,phrase,[],True,False,False
333,2,34,92,93,"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,cherché,depuis cinq ans,chercher,['1'],[],[],depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,phrase,[],True,False,False
334,2,34,92,93,"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,cherché,un maître,chercher,['1'],[],[],depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,phrase,[],True,False,False
335,2,34,92,93,"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,pût,,pouvoir,['1'],[],[],depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,phrase,[],True,False,False
336,2,34,92,93,"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,attacher,s',attacher,['1'],[],[],depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,phrase,[],True,False,False
337,2,35,93,94,"Passepartout n' était point un de ces Frontins ou Mascarilles qui, les épaules hautes, le nez au vent, le regard assuré, l' œil sec, ne sont que d' impudents drôles. Non.",,assuré,,assurer,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
338,2,35,94,95,"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",,goûter,,goûter,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
339,2,35,94,95,"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",,caresser,,caresser,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
340,2,35,94,95,"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",l',aime,que,aimer,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
341,2,35,94,95,"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",l',voir,sur les épaules d'un ami,voir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
342,2,35,95,96,"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",Il,avait,les yeux bleus le teint la figure assez grasse,avoir,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
343,2,35,95,96,"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",,animé,,animer,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
344,2,35,95,96,"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",il,pût,,pouvoir,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
345,2,35,95,96,"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",il,voir,les pommettes de ses joues la poitrine large la taille forte une musculature vigoureuse,voir,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
346,2,35,95,96,"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",il,possédait,une force herculéenne,posséder,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
347,2,35,95,96,"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",les exercices de sa jeunesse,développée,que,développer,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
348,2,35,97,98,"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",les sculpteurs de l'Antiquité,connaissaient,dix-huit façons,connaître,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
349,2,35,97,98,"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",,arranger,la chevelure de Minerve,arranger,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
350,2,35,97,98,"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,connaissait,en,connaître,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
351,2,35,97,98,"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,connaissait,qu'une,connaître,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
352,2,35,97,98,"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,disposer,la sienne,disposer,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
353,2,35,97,98,"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,disposer,trois coups de démêloir,disposer,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
354,2,35,97,98,"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",il,coiffé,,coiffer,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
355,2,36,98,99,"De dire si le caractère expansif de ce garçon s' accorderait avec celui de Phileas Fogg, c' est ce que la prudence la plus élémentaire ne permet pas.",,dire,,dire,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
356,2,36,98,99,"De dire si le caractère expansif de ce garçon s' accorderait avec celui de Phileas Fogg, c' est ce que la prudence la plus élémentaire ne permet pas.",le caractère expansif de ce garçon,accorderait,avec celui de Phileas Fogg,accorder,"['1', '0']",[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
357,2,36,98,99,"De dire si le caractère expansif de ce garçon s' accorderait avec celui de Phileas Fogg, c' est ce que la prudence la plus élémentaire ne permet pas.",la prudence la plus élémentaire,permet,que,permettre,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
358,2,36,99,100,Passepartout serait -il ce domestique foncièrement exact qu' il fallait à son maître?,,fallait,qu',falloir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
359,2,36,99,100,Passepartout serait -il ce domestique foncièrement exact qu' il fallait à son maître?,,fallait,à son maître,falloir,"['1', '0']",[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
360,2,36,100,101,On ne le verrait qu' à l' user.,On,verrait,le,voir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
361,2,36,100,101,On ne le verrait qu' à l' user.,On,user,l',user,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
362,2,36,101,102,"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",on,eu,,avoir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
363,2,36,101,102,"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",on,sait,le,savoir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
364,2,36,101,102,"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",il,aspirait,une jeunesse assez vagabonde,aspirer,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
365,2,36,101,102,"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",il,aspirait,au repos,aspirer,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
366,2,36,102,103,"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,entendu,,entendre,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
367,2,36,102,103,"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",,vanter,le méthodisme anglais et la froideur proverbiale des gentlemen,vanter,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
368,2,36,102,103,"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,vint,,venir,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
369,2,36,102,103,"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,chercher,fortune,chercher,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
370,2,36,102,103,"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,chercher,en Angleterre,chercher,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
371,2,36,103,104,"Mais, jusqu' alors, le sort l' avait mal servi.",le sort,servi,l',servir,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
372,2,36,104,105,Il n' avait pu prendre racine nulle part.,Il,pu,,pouvoir,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
373,2,36,104,105,Il n' avait pu prendre racine nulle part.,Il,prendre,racine,prendre,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
374,2,36,104,105,Il n' avait pu prendre racine nulle part.,Il,prendre,nulle part,prendre,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
375,2,36,105,106,Il avait fait dix maisons.,Il,fait,dix maisons,faire,['1'],['168'],['FAC'],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,['noRef_1103'],True,True,True
376,2,36,106,107,"Dans toutes, on était fantasque, inégal, coureur d' aventures ou coureur de pays,- ce qui ne pouvait plus convenir à Passepartout.",qui,pouvait,,pouvoir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
377,2,36,106,107,"Dans toutes, on était fantasque, inégal, coureur d' aventures ou coureur de pays,- ce qui ne pouvait plus convenir à Passepartout.",qui,convenir,à Passepartout,convenir,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
378,2,36,107,108,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,ses nuits,passer,['48'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
379,2,36,107,108,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,dans les oysters-rooms,passer,[],['43'],['LOC'],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,['M7'],False,True,False
380,2,36,107,108,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,oysters-rooms,passer,[],['43'],['LOC'],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,['M7'],False,True,False
381,2,36,107,108,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,oysters-rooms d'Hay-Market,passer,[],['43'],['LOC'],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,['M7'],False,True,False
382,2,36,107,108,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,Hay-Market,passer,[],['43'],['LOC'],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,['M7'],False,True,False
383,2,36,107,108,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",Son dernier maître le jeune Lord Longsferry membre du Parlement Hay-Market,rentrait,au logis,rentraire,"['1', '48']","['43', '167']","['LOC', 'FAC']",,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,"['M7', 'noRef_1104']",True,True,True
384,2,36,107,108,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",Son dernier maître le jeune Lord Longsferry membre du Parlement Hay-Market,rentrait,sur les épaules des policemen,rentraire,"['1', '48', '17']",['43'],['LOC'],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,['M7'],True,True,True
385,2,36,108,109,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,voulant,avant tout,vouloir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
386,2,36,108,109,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,pouvoir,,pouvoir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
387,2,36,108,109,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",,respecter,son maître,respecter,"['1', '48']",[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
388,2,36,108,109,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",Passepartout,risqua,quelques respectueuses observations,risquer,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
389,2,36,108,109,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",qui,reçues,,recevoir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
390,2,36,108,109,"Passepartout, voulant avant tout pouvoir respecter son maître, risqua quelques respectueuses observations qui furent mal reçues, et il rompit.",il,rompit,,rompre,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
391,2,36,109,110,"Il apprit, sur les entrefaites, que Phileas Fogg, esq., cherchait un domestique.",Il,apprit,sur les entrefaites,apprendre,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
392,2,36,109,110,"Il apprit, sur les entrefaites, que Phileas Fogg, esq., cherchait un domestique.",Phileas Fogg esq,cherchait,un domestique,chercher,['0'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
393,2,36,110,111,Il prit des renseignements sur ce gentleman.,Il,prit,des renseignements sur ce gentleman,prendre,"['1', '0']",[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
394,2,36,111,112,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,découchait,,découcher,['0'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
395,2,36,111,112,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,voyageait,,voyager,['0'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
396,2,36,111,112,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,absentait,s',absenter,['0'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
397,2,36,111,112,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",Un personnage dont l'existence était si régulière pas même un jour,pouvait,,pouvoir,['0'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
398,2,36,111,112,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",Un personnage dont l'existence était si régulière pas même un jour,convenir,lui,convenir,"['0', '1']",[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
399,2,36,112,113,Il se présenta et fut admis dans les circonstances que l' on sait.,Il,présenta,se,présenter,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
400,2,36,112,113,Il se présenta et fut admis dans les circonstances que l' on sait.,Il,admis,dans les circonstances,admettre,['1'],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],True,False,False
401,2,36,112,113,Il se présenta et fut admis dans les circonstances que l' on sait.,l',sait,que,savoir,[],[],[],,,,,depuis cinq ans,1867-00-00-00,,,depuis cinq ans,1867-00-00-00,,,precedent,[],False,False,False
402,2,37,113,114,Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,Passepartout,sonnées,,sonner,['1'],[],[],onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,phrase,[],True,False,False
403,2,37,113,114,Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,,trouvait,se,trouver,[],[],[],onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,phrase,[],False,False,False
404,2,37,113,114,Passepartout- onze heures et demie étant sonnées- se trouvait donc seul dans la maison de Saville - row.,,trouvait,dans la maison de Saville-row,trouver,[],"['5', '10']",['FAC'],onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,phrase,"['maison_fogg', 'rue_fogg']",False,True,False
405,2,37,114,115,Aussitôt il en commença l' inspection.,il,commença,en,commencer,['1'],['5'],['FAC'],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,['maison_fogg'],True,True,True
406,2,37,114,115,Aussitôt il en commença l' inspection.,il,commença,l'inspection,commencer,['1'],[],[],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,[],True,False,False
407,2,37,115,116,Il la parcourut de la cave au grenier.,Il,parcourut,la,parcourir,['1'],['5'],['FAC'],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,['maison_fogg'],True,True,True
408,2,37,115,116,Il la parcourut de la cave au grenier.,Il,parcourut,de la cave au grenier,parcourir,['1'],['55'],['LOC'],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,['M13'],True,True,True
409,2,37,116,117,"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",,rangée,,ranger,[],[],[],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,[],False,False,False
410,2,37,116,117,"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",,organisée,pour le service,organiser,[],['5'],['FAC'],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,['maison_fogg'],False,True,False
411,2,37,116,117,"Cette maison propre, rangée, sévère, puritaine, bien organisée pour le service, lui plut.",Cette maison propre sévère puritaine,plut,lui,pleuvoir,['1'],['5'],['FAC'],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,['maison_fogg'],True,True,True
412,2,37,117,118,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,lui,faire,['1'],['5'],['FAC'],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,['maison_fogg'],True,True,True
413,2,37,117,118,"Elle lui fit l' effet d' une belle coquille de colimaçon, mais d' une coquille éclairée et chauffée au gaz, car l' hydrogène carburé y suffisait à tous les besoins de lumière et de chaleur.",Elle,fit,l'effet,faire,[],['5'],['FAC'],,,,,onze heures et demie,1872-10-02-11,1872-10-02,1.0,onze heures et demie,1872-10-02-11,1872-10-02,1.0,precedent,['maison_fogg'],False,True,False
