triplet_id,chapter,Num_paragr,Num_phrase,Sentence_index,Phrase,Sujet,Verbe,Objet,Lemme_verbe,personnages_triptyque,lieux_triptyque,types_lieux_triptyque,time_texte_phrase,time_code_phrase,date_jour_phrase,jour_romanesque_phrase,time_texte_precedent,time_code_precedent,date_jour_precedent,jour_romanesque_precedent,time_texte_auto,time_code_auto,date_jour_auto,jour_romanesque_auto,source_temps_auto,lieux_labels,a_personnage,a_lieu,deplacement
681,3,66,185,186,"Pendant le jeu, les joueurs ne parlaient pas, mais entre les robres, la conversation interrompue reprenait de plus belle.",les joueurs,parlaient,Pendant le jeu,parler,['4'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
682,3,66,185,186,"Pendant le jeu, les joueurs ne parlaient pas, mais entre les robres, la conversation interrompue reprenait de plus belle.",,interrompue,,interrompre,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
683,3,66,185,186,"Pendant le jeu, les joueurs ne parlaient pas, mais entre les robres, la conversation interrompue reprenait de plus belle.",la conversation,reprenait,entre les robres,reprendre,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
684,3,66,185,186,"Pendant le jeu, les joueurs ne parlaient pas, mais entre les robres, la conversation interrompue reprenait de plus belle.",la conversation,reprenait,de plus belle.,reprendre,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
685,3,67,186,187,"«Je soutiens, dit Andrew Stuart, que les chances sont en faveur du voleur, qui ne peut manquer d' être un habile homme!",Je,soutiens,,soutenir,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
686,3,67,186,187,"«Je soutiens, dit Andrew Stuart, que les chances sont en faveur du voleur, qui ne peut manquer d' être un habile homme!",Andrew Stuart,dit,,dire,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
687,3,67,186,187,"«Je soutiens, dit Andrew Stuart, que les chances sont en faveur du voleur, qui ne peut manquer d' être un habile homme!",qui,peut,,pouvoir,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
688,3,67,186,187,"«Je soutiens, dit Andrew Stuart, que les chances sont en faveur du voleur, qui ne peut manquer d' être un habile homme!",qui,manquer,,manquer,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
689,3,68,187,188,"- Allons donc! répondit Ralph, il n' y a plus un seul pays Dans lequel il puisse se réfugier.",,Allons,,aller,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
690,3,68,187,188,"- Allons donc! répondit Ralph, il n' y a plus un seul pays Dans lequel il puisse se réfugier.",,répondit,Ralph,répondre,['6'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
691,3,68,187,188,"- Allons donc! répondit Ralph, il n' y a plus un seul pays Dans lequel il puisse se réfugier.",,a,y,avoir,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
692,3,68,187,188,"- Allons donc! répondit Ralph, il n' y a plus un seul pays Dans lequel il puisse se réfugier.",,a,un seul pays,avoir,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
693,3,68,187,188,"- Allons donc! répondit Ralph, il n' y a plus un seul pays Dans lequel il puisse se réfugier.",il,puisse,Dans lequel,pouvoir,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
694,3,68,187,188,"- Allons donc! répondit Ralph, il n' y a plus un seul pays Dans lequel il puisse se réfugier.",il,réfugier,se,réfugier,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
695,3,70,189,190,- Où voulez -vous qu' il aille?,-vous,voulez,,vouloir,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
696,3,70,189,190,- Où voulez -vous qu' il aille?,il,aille,,aller,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
697,3,71,190,191,"-Je n' en sais rien, répondit Andrew Stuart, mais, après tout, la terre est assez vaste.",-Je,sais,en,savoir,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
698,3,71,190,191,"-Je n' en sais rien, répondit Andrew Stuart, mais, après tout, la terre est assez vaste.",-Je,sais,rien,savoir,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
699,3,71,190,191,"-Je n' en sais rien, répondit Andrew Stuart, mais, après tout, la terre est assez vaste.",-Je,sais,après tout,savoir,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
700,3,71,190,191,"-Je n' en sais rien, répondit Andrew Stuart, mais, après tout, la terre est assez vaste.",Andrew Stuart,répondit,,répondre,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
701,3,72,191,192,"- Elle l' était autrefois…», dit à mi-voix Phileas Fogg.",,dit,à mi-voix,dire,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
702,3,72,191,192,"- Elle l' était autrefois…», dit à mi-voix Phileas Fogg.",,dit,Phileas Fogg,dire,['0'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
703,3,72,192,193,"Puis:« À vous de couper, monsieur», ajouta -t -il en présentant les cartes à Thomas Flanagan.",,couper,,couper,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
704,3,72,192,193,"Puis:« À vous de couper, monsieur», ajouta -t -il en présentant les cartes à Thomas Flanagan.",-t,ajouta,,ajouter,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
705,3,72,192,193,"Puis:« À vous de couper, monsieur», ajouta -t -il en présentant les cartes à Thomas Flanagan.",-t,présentant,les cartes,présenter,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
706,3,72,192,193,"Puis:« À vous de couper, monsieur», ajouta -t -il en présentant les cartes à Thomas Flanagan.",-t,présentant,à Thomas Flanagan,présenter,['18'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
707,3,73,193,194,La discussion fut suspendue pendant le robre.,La discussion,suspendue,pendant le robre,suspendre,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
708,3,73,194,195,"Mais bientôt Andrew Stuart la reprenait, disant:",Andrew Stuart,reprenait,la,reprendre,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
709,3,73,194,195,"Mais bientôt Andrew Stuart la reprenait, disant:",Andrew Stuart,disant,,dire,['2'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
710,3,74,195,196,"«Comment, autrefois! Est -ce que la terre a diminué, par hasard?",la terre,diminué,par hasard,diminuer,[],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],False,False,False
711,3,75,196,197,"- Sans doute, répondit Gauthier Ralph.",Gauthier Ralph,répondit,Sans doute,répondre,['6'],[],[],,,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,precedent,[],True,False,False
712,3,75,198,199,"La terre a diminué, puisqu' on la parcourt maintenant dix fois plus vite qu' il y a cent ans.",La terre,diminué,,diminuer,[],[],[],il y a cent ans,1772-00-00-00,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,il y a cent ans,1772-00-00-00,,,phrase,[],False,False,False
713,3,75,198,199,"La terre a diminué, puisqu' on la parcourt maintenant dix fois plus vite qu' il y a cent ans.",on,parcourt,la,parcourir,[],[],[],il y a cent ans,1772-00-00-00,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,il y a cent ans,1772-00-00-00,,,phrase,[],False,False,False
714,3,75,198,199,"La terre a diminué, puisqu' on la parcourt maintenant dix fois plus vite qu' il y a cent ans.",on,parcourt,dix fois plus vite qu'il y cent ans,parcourir,[],[],[],il y a cent ans,1772-00-00-00,,,pendant cette journée du 29 septembre,1872-09-29-00,1872-09-29,-2.0,il y a cent ans,1772-00-00-00,,,phrase,[],False,False,False
715,3,75,198,199,"La terre a diminué, puisqu' on la parcourt maintenant dix fois plus vite qu' il y a cent ans.",,a,,avoir,[],[],[],il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,phrase,[],False,False,False
716,3,75,199,200,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",nous,occupons,dont,occuper,['4'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
717,3,75,199,200,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",nous,occupons,nous,occuper,['4'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
718,3,75,199,200,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",qui,rendra,dans le cas,rendre,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
719,3,75,199,200,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",qui,rendra,les recherches plus rapides,rendre,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
720,3,76,200,201,- Et rendra plus facile aussi la fuite du voleur!,,rendra,,rendre,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
721,3,77,201,202,"- À vous de jouer, monsieur Stuart!» dit Phileas Fogg.",,jouer,,jouer,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
722,3,77,201,202,"- À vous de jouer, monsieur Stuart!» dit Phileas Fogg.",Phileas Fogg,dit,,dire,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
723,3,78,202,203,"Mais l' incrédule Stuart n' était pas convaincu, et, la partie achevée:",l'incrédule Stuart,convaincu,,convaincre,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
724,3,78,202,203,"Mais l' incrédule Stuart n' était pas convaincu, et, la partie achevée:",,achevée,,achever,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
725,3,79,203,204,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",,faut,,falloir,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
726,3,79,203,204,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",,avouer,,avouer,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
727,3,79,203,204,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",-il,reprit,,reprendre,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
728,3,79,203,204,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",vous,trouvé,une manière plaisante,trouver,['6'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
729,3,79,203,204,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",,dire,,dire,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
730,3,79,203,204,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",la terre,diminué,,diminuer,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
731,3,79,204,205,Ainsi parce qu' on en fait maintenant le tour en trois mois…,on,fait,en,faire,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
732,3,79,204,205,Ainsi parce qu' on en fait maintenant le tour en trois mois…,on,fait,le tour,faire,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
733,3,79,204,205,Ainsi parce qu' on en fait maintenant le tour en trois mois…,on,fait,en trois mois,faire,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
734,3,80,205,206,"- En quatre-vingts jours seulement, dit Phileas Fogg.",Phileas Fogg,dit,En quatre-vingts jours seulement,dire,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
735,3,81,206,207,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",John Sullivan,ajouta,quatre-vingts jours,ajouter,['25'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
736,3,81,206,207,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",la section entre Rothal et Allahabad,ouverte,,ouvrir,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
737,3,81,206,207,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",John Sullivan,voici,le calcul:,voici,['25'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
738,3,81,206,207,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",,établi,par le Morning Chronicle,établir,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
739,3,91,216,217,"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",,écria,,écrier,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
740,3,91,216,217,"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",qui,coupa,par inattention,couper,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
741,3,91,216,217,"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",qui,coupa,une carte maîtresse mais non compris le mauvais temps les vents contraires les naufrages les déraillements etc.,couper,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
742,3,92,217,218,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",,compris,,comprendre,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
743,3,92,217,218,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",Phileas Fogg,répondit,,répondre,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
744,3,92,217,218,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",Phileas Fogg,continuant,,continuer,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
745,3,92,217,218,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",,jouer,,jouer,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
746,3,92,217,218,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",la discussion,respectait,cette fois,respecter,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
747,3,92,217,218,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",la discussion,respectait,le whist,respecter,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
748,3,93,218,219,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",les Indous ou les Indiens,enlèvent,les rails,enlever,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
749,3,93,218,219,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",,écria,s',écrier,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
750,3,93,218,219,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",,écria,Andrew Stuart,écrier,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
751,3,93,218,219,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",ils,arrêtent,les trains,arrêter,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
752,3,93,218,219,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",ils,pillent,les fourgons,piller,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
753,3,93,218,219,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",ils,scalpent,les voyageurs,scalper,['133'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
754,3,94,219,220,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",,compris,,comprendre,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
755,3,94,219,220,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",Phileas Fogg,répondit,,répondre,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
756,3,94,219,220,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",qui,abattant,son jeu,abattre,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
757,3,94,219,220,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",qui,ajouta,,ajouter,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
758,3,95,221,222,"Andrew Stuart, à qui c' était le tour de« faire», ramassa les cartes en disant:",,faire,,faire,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
759,3,95,221,222,"Andrew Stuart, à qui c' était le tour de« faire», ramassa les cartes en disant:",Andrew Stuart à qui c'était le tour,ramassa,les cartes,ramasser,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
760,3,95,221,222,"Andrew Stuart, à qui c' était le tour de« faire», ramassa les cartes en disant:",Andrew Stuart à qui c'était le tour,disant,,dire,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
761,3,96,222,223,"«Théoriquement, vous avez raison, monsieur Fogg, mais dans la pratique…",vous,avez,raison,avoir,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
762,3,98,224,225,-Je voudrais bien vous y voir.,-Je,voudrais,,vouloir,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
763,3,98,224,225,-Je voudrais bien vous y voir.,-Je,voir,vous,voir,"['2', '0']",[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
764,3,98,224,225,-Je voudrais bien vous y voir.,-Je,voir,y,voir,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
765,3,99,225,226,- Il ne tient qu' à vous.,,tient,qu'à vous,tenir,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
766,3,99,226,227,Partons ensemble.,,Partons,,partir,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
767,3,100,227,228,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",Le Ciel,préserve,m',préserver,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
768,3,100,227,228,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",Le Ciel,préserve,en,préserver,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
769,3,100,227,228,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",,écria,Stuart,écrier,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
770,3,100,227,228,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",je,parierais,quatre mille livres 100 000 F,parier,['2'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
771,3,100,227,228,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",,fait,dans ces conditions,faire,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
772,3,101,228,229,"- Très possible, au contraire, répondit Mr. Fogg.",Mr. Fogg,répondit,,répondre,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
773,3,102,229,230,"- Eh bien, faites - le donc!",,faites,,faire,[],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],False,False,False
774,3,105,232,233,-Je le veux bien.,-Je,veux,le,vouloir,['0'],[],[],,,,,il y a cent ans,1772-00-00-00,,,il y a cent ans,1772-00-00-00,,,precedent,[],True,False,False
