chapter,Phrase,Sujet,Verbe,Objet,time_code,macro_categorie_dynamouv,categorie_base_dynamouv,aspect_lexical_dynamouv,maniere_dynamouv
,"C' était la faute à Passepartout qui, abandonnant son poste, franchissant la rampe sans le secours de ses ailes, et grimpant à la galerie de droite, tombait aux pieds d' un spectateur en s' écriant:",qui,tombait,aux pieds d'un spectateur,1872-11-08-06-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,Phileas Fogg apaisa sa fureur en lui jetant une poignée de bank - notes.,Phileas Fogg,jetant,lui,1872-11-08-06-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,Phileas Fogg apaisa sa fureur en lui jetant une poignée de bank - notes.,Phileas Fogg,jetant,une poignée de bank-notes,1872-11-08-06-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Et, à six heures et demie, au moment où il allait partir, Mr. Fogg et Mrs.",il,allait,où,1872-11-08-06-30,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda mettaient le pied sur le paquebot américain, suivis de Passepartout, les ailes au dos, et sur la face ce nez de six pieds qu' il n' avait pas encore pu arracher de son visage!",Aouda,suivis,de Passepartout,1872-11-08-06-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Aouda mettaient le pied sur le paquebot américain, suivis de Passepartout, les ailes au dos, et sur la face ce nez de six pieds qu' il n' avait pas encore pu arracher de son visage!",Aouda,suivis,les ailes au dos,1872-11-08-06-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Puis l' honorable gentleman, Mrs. Aouda et Fix étaient montés à bord du steamer, qui avait aussitôt fait route pour Nagasaki et Yokohama.",Puis l'honorable gentleman Mrs Aouda et Fix,montés,à bord du steamer,1872-11-08-06-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Arrivé le matin même, 14 novembre, à l' heure réglementaire, Phileas Fogg, laissant Fix aller à ses affaires, s' était rendu à bord du Carnatic, et là il apprenait, à la grande joie de Mrs.",Phileas Fogg,aller,à ses affaires,1872-11-08-06-30,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda- et peut-être à la sienne, mais du moins il n' en laissa rien paraître- que le Français Passepartout était effectivement arrivé la veille à Yokohama.",le Français Passepartout,arrivé,la veille,1872-11-13-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda- et peut-être à la sienne, mais du moins il n' en laissa rien paraître- que le Français Passepartout était effectivement arrivé la veille à Yokohama.",le Français Passepartout,arrivé,à Yokohama,1872-11-13-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg, qui devait repartir le soir même pour San Francisco, se mit immédiatement à la recherche de son domestique.",qui,repartir,le soir,1872-11-13-20-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg, qui devait repartir le soir même pour San Francisco, se mit immédiatement à la recherche de son domestique.",qui,repartir,pour San Francisco,1872-11-13-20-00,Dpt au sens large,Dpt au sens strict,télique,
,"Il s' adressa, mais en vain, aux agents consulaires français et anglais, et, après avoir inutilement parcouru les rues de Yokohama, il désespérait de retrouver Passepartout, quand le hasard, ou peut-être une sorte de pressentiment, le fit entrer dans la case de l' honorable Batulcar.",mais en vain aux agents consulaires français et anglais,parcouru,les rues de Yokohama,1872-11-08-06-30,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Il s' adressa, mais en vain, aux agents consulaires français et anglais, et, après avoir inutilement parcouru les rues de Yokohama, il désespérait de retrouver Passepartout, quand le hasard, ou peut-être une sorte de pressentiment, le fit entrer dans la case de l' honorable Batulcar.",Il,entrer,le,1872-11-08-06-30,Dpt au sens large,Dpt au sens strict,télique,
,"Il s' adressa, mais en vain, aux agents consulaires français et anglais, et, après avoir inutilement parcouru les rues de Yokohama, il désespérait de retrouver Passepartout, quand le hasard, ou peut-être une sorte de pressentiment, le fit entrer dans la case de l' honorable Batulcar.",Il,entrer,dans la case de l'honorable Batulcar,1872-11-08-06-30,Dpt au sens large,Dpt au sens strict,télique,
,"Il n' eût certes point reconnu son serviteur sous cet excentrique accoutrement de héraut; mais celui-ci, dans sa position renversée, aperçut son maître à la galerie.",Il,reconnu,son serviteur,1872-11-08-06-30,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,"Il n' eût certes point reconnu son serviteur sous cet excentrique accoutrement de héraut; mais celui-ci, dans sa position renversée, aperçut son maître à la galerie.",Il,reconnu,sous cet excentrique accoutrement de héraut,1872-11-08-06-30,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,Il pensait que le moment n' était pas venu de dire à son maître ce qui s' était passé entre l' inspecteur de police et lui.,qui,passé,entre l'inspecteur de police et lui,1872-11-08-06-30,Dpt au sens large,Dpt au sens strict,télique,
,"Et, en effet, une heure ne s' était pas écoulée, que l' honnête garçon, ayant coupé son nez et rogné ses ailes, n' avait plus rien en lui qui rappelât le sectateur du dieu Tingou.",,coupé,son nez,1872-11-13-01-00,Dpt au sens large,Dpt au sens strict,télique,
,"Et, en effet, une heure ne s' était pas écoulée, que l' honnête garçon, ayant coupé son nez et rogné ses ailes, n' avait plus rien en lui qui rappelât le sectateur du dieu Tingou.",,coupé,son nez,1872-11-13-01-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,manière
,"Phileas Fogg était donc autorisé à croire que, rendu le 2 décembre à San Francisco, il serait le 11 à New York et le 20 à Londres,- gagnant ainsi de quelques heures cette date fatale du 21 décembre.",Phileas Fogg,gagnant,de quelques heures,1872-12-20-03-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg était donc autorisé à croire que, rendu le 2 décembre à San Francisco, il serait le 11 à New York et le 20 à Londres,- gagnant ainsi de quelques heures cette date fatale du 21 décembre.",Phileas Fogg,gagnant,cette date fatale du 21 décembre,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Cette silencieuse nature, si généreuse en somme, l' impressionnait plus qu' elle ne le croyait, et c' était presque à son insu qu' elle se laissait aller à des sentiments dont l' énigmatique Fogg ne semblait aucunement subir l' influence.",elle,aller,à des sentiments,1872-11-13-01-00,Dpt au sens large,Dpt au sens strict,télique,
,"Neuf jours après avoir quitté Yokohama, Phileas Fogg avait exactement parcouru la moitié du globe terrestre.",Phileas Fogg,quitté,Neuf jours,1872-12-30-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Neuf jours après avoir quitté Yokohama, Phileas Fogg avait exactement parcouru la moitié du globe terrestre.",Phileas Fogg,quitté,Yokohama,1872-12-30-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Neuf jours après avoir quitté Yokohama, Phileas Fogg avait exactement parcouru la moitié du globe terrestre.",Phileas Fogg,parcouru,la moitié du globe terrestre,1872-11-13-01-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"À suivre circulairement le cinquantième parallèle, qui est celui de Londres, la distance n' eût été que de douze mille milles environ, tandis que Phileas Fogg était forcé, par les caprices des moyens de locomotion, d' en parcourir vingt-six mille dont il avait fait environ dix-sept mille cinq cents, à cette date du 23 novembre.",Phileas Fogg,parcourir,en,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"À suivre circulairement le cinquantième parallèle, qui est celui de Londres, la distance n' eût été que de douze mille milles environ, tandis que Phileas Fogg était forcé, par les caprices des moyens de locomotion, d' en parcourir vingt-six mille dont il avait fait environ dix-sept mille cinq cents, à cette date du 23 novembre.",Phileas Fogg,parcourir,vingt-six mille,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"On se rappelle que l' entêté s' était obstiné à garder l' heure de Londres à sa fameuse montre de famille, tenant pour fausses toutes les heures des pays qu' il traversait.",il,traversait,qu',1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Or, ce jour -là, bien qu' il ne l' eût jamais ni avancée ni retardée, sa montre se trouva d' accord avec les chronomètres du bord.",il,avancée,ce jour -là,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Or, ce jour -là, bien qu' il ne l' eût jamais ni avancée ni retardée, sa montre se trouva d' accord avec les chronomètres du bord.",il,avancée,l',1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"En effet, en arrivant à Yokohama, l' agent, abandonnant Mr. Fogg qu' il comptait retrouver dans la journée, s' était immédiatement rendu chez le consul anglais.",l'agent,arrivant,à Yokohama,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"En effet, en arrivant à Yokohama, l' agent, abandonnant Mr. Fogg qu' il comptait retrouver dans la journée, s' était immédiatement rendu chez le consul anglais.",,abandonnant,Mr. Fogg,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Là, il avait enfin trouvé le mandat, qui, courant après lui depuis Bombay, avait déjà quarante jours de date,- mandat qui lui avait été expédié de Hong - Kong par ce même Carnatic à bord duquel on le croyait.",qui,courant,après lui,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,Le sieur Fogg avait quitté les possessions anglaises!,Le sieur Fogg,quitté,les possessions anglaises,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ce coquin a tout l' air de revenir dans sa patrie, croyant avoir dépisté la police.",Ce coquin,revenir,dans sa patrie,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,Je le suivrai jusque-là.,Je,suivrai,le,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Son parti pris, il s' embarqua aussitôt sur le General - Grant.",Son parti,embarqua,s',1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Son parti pris, il s' embarqua aussitôt sur le General - Grant.",Son parti,embarqua,sur le General-Grant,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Son parti pris, il s' embarqua aussitôt sur le General - Grant.",Son parti,embarqua,General-Grant,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Son parti pris, il s' embarqua aussitôt sur le General - Grant.",Son parti,embarqua,General-Grant,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Il était à bord, quand Mr. Fogg et Mrs. Aouda y arrivèrent.",Aouda,arrivèrent,y,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"À son extrême surprise, il reconnut Passepartout sous son costume de héraut.",il,reconnut,À son extrême surprise,1872-11-23-00-00,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,"À son extrême surprise, il reconnut Passepartout sous son costume de héraut.",il,reconnut,Passepartout,1872-11-23-00-00,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,"À son extrême surprise, il reconnut Passepartout sous son costume de héraut.",il,reconnut,sous son costume de héraut,1872-11-23-00-00,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,"Passepartout sauta à la gorge de Fix, sans autre explication, et, au grand plaisir de certains Américains qui parièrent immédiatement pour lui, il administra au malheureux inspecteur une volée superbe, qui démontra la haute supériorité de la boxe française sur la boxe anglaise.",Passepartout,sauta,à la gorge de Fix,1872-11-23-00-00,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,manière
,"Passepartout sauta à la gorge de Fix, sans autre explication, et, au grand plaisir de certains Américains qui parièrent immédiatement pour lui, il administra au malheureux inspecteur une volée superbe, qui démontra la haute supériorité de la boxe française sur la boxe anglaise.",Passepartout,sauta,sans autre explication,1872-11-23-00-00,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,manière
,"Passepartout, comme subjugué par ce sang - froid, suivit l' inspecteur de police, et tous deux s' assirent à l' avant du steamer.",Passepartout,suivit,l'inspecteur de police,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Jusqu' ici j' ai été l' adversaire de Mr. Fogg, mais maintenant je suis dans son jeu.",je,suis,dans son jeu,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"«Maintenant, reprit Fix, Mr. Fogg semble retourner en Angleterre?",Mr. Fogg,retourner,en Angleterre,1872-11-23-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Soit, je le suivrai.",je,suivrai,le,1872-11-23-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,Mr. Fogg n' avait encore ni gagné ni perdu un seul jour.,Mr. Fogg,gagné,,1872-12-03-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Il était sept heures du matin, quand Phileas Fogg, Mrs. Aouda et Passepartout prirent pied sur le continent américain,- si toutefois on peut donner ce nom au quai flottant sur lequel ils débarquèrent.",ils,débarquèrent,sur lequel,1872-12-03-07-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"Mais quand il retomba sur le quai dont le plancher était vermoulu, il faillit passer au travers.",il,retomba,sur le quai,1872-12-03-07-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Mais quand il retomba sur le quai dont le plancher était vermoulu, il faillit passer au travers.",il,passer,au travers,1872-12-03-07-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mr. Fogg, aussitôt débarqué, s' informa de l' heure à laquelle partait le premier train pour New York.",Mr. Fogg,débarqué,,1872-12-03-07-00,Dpt au sens large,Dpt au sens strict,télique,manière
,Il fit venir une voiture pour Mrs.,,venir,pour Mrs,1872-12-03-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout monta sur le siège, et le véhicule, à trois dollars la course, se dirigea vers l' International - Hotel.",Passepartout,monta,sur le siège,1872-12-03-12-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Lorsque Passepartout arriva à l' International - Hotel, il ne lui semblait pas qu' il eût quitté l' Angleterre.",Passepartout,arriva,à l'International-Hotel,1872-12-03-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Lorsque Passepartout arriva à l' International - Hotel, il ne lui semblait pas qu' il eût quitté l' Angleterre.",Passepartout,arriva,International-Hotel,1872-12-03-12-00,Dpt au sens large,Dpt au sens strict,télique,
