triplet_row,triplet_id,Num_paragr,Num_phrase,chapter,verbe,lemme_verbe,est_verbe_deplacement,lieu_entity_id,lieu_texte,lieu_normalise,lieu_id_auto,niveau_lieu,lieu_cat,prep_lieu,relation_lieu,lien_triptyque_lieu,distance_verbe_lieu,head_dependency_relation,head_syntactic_head_ID
1472,1472,233,497,,aperçut,apercevoir,False,315,du canal,canal,lieu_precis::canal,lieu_precis,FAC,de,source,ud_ancetre_verbe,11,nmod,10464
1472,1472,233,497,,aperçut,apercevoir,False,316,le steamer,steamer,vehicule::steamer,vehicule,VEH,,cadre,ud_ancetre_verbe,19,nsubj,10475
1473,1473,233,497,,passant,passer,True,314,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,de,source,phrase_proche_deplacement,3,nmod,10457
1473,1473,233,497,,passant,passer,True,315,du canal,canal,lieu_precis::canal,lieu_precis,FAC,de,source,objet,4,nmod,10464
1473,1473,233,497,,passant,passer,True,316,le steamer,steamer,vehicule::steamer,vehicule,VEH,,cadre,phrase_proche_deplacement,12,nsubj,10475
1474,1474,233,497,,sonnaient,sonner,False,316,le steamer,steamer,vehicule::steamer,vehicule,VEH,,cadre,ud_ancetre_verbe,2,nsubj,10475
1474,1474,233,497,,sonnaient,sonner,False,317,sa,sa,vehicule::sa,vehicule,VEH,,cadre,ud_ancetre_verbe,11,det,10483
1475,1475,233,497,,vint,venir,True,315,du canal,canal,lieu_precis::canal,lieu_precis,FAC,de,source,phrase_proche_deplacement,10,nmod,10464
1475,1475,233,497,,vint,venir,True,316,le steamer,steamer,vehicule::steamer,vehicule,VEH,,cadre,sujet,2,nsubj,10475
1475,1475,233,497,,vint,venir,True,317,sa,sa,vehicule::sa,vehicule,VEH,,cadre,phrase_proche_deplacement,7,det,10483
1476,1476,233,497,,mouiller,mouiller,False,316,le steamer,steamer,vehicule::steamer,vehicule,VEH,,cadre,sujet,3,nsubj,10475
1477,1477,233,497,,fusait,fuser,True,316,le steamer,steamer,vehicule::steamer,vehicule,VEH,,cadre,phrase_proche_deplacement,11,nsubj,10475
1477,1477,233,497,,fusait,fuser,True,317,sa,sa,vehicule::sa,vehicule,VEH,,cadre,sujet,2,det,10483
1478,1478,233,497,,fusait,fuser,True,316,le steamer,steamer,vehicule::steamer,vehicule,VEH,,cadre,phrase_proche_deplacement,11,nsubj,10475
1478,1478,233,497,,fusait,fuser,True,317,sa,sa,vehicule::sa,vehicule,VEH,,cadre,sujet,2,det,10483
1479,1479,234,499,,restèrent,rester,False,318,la ville,ville,toponyme::ville,toponyme,GPE,de,source,ud_ancetre_verbe,10,nmod,10512
1480,1480,234,499,,contempler,contempler,False,318,la ville,ville,toponyme::ville,toponyme,GPE,de,source,objet,5,nmod,10512
1481,1481,234,499,,débarquèrent,débarquer,True,318,la ville,ville,toponyme::ville,toponyme,GPE,de,source,phrase_proche_deplacement,6,nmod,10512
1481,1481,234,499,,débarquèrent,débarquer,True,319,les canots,s canots,vehicule::s canots,vehicule,VEH,dans,source,objet,2,obl:arg,10521
1481,1481,234,499,,débarquèrent,débarquer,True,321,le mongolia,mongolia,vehicule::mongolia,vehicule,VEH,,source,phrase_proche_deplacement,8,obj,10528
1482,1482,234,499,,venus,venir,True,318,la ville,ville,toponyme::ville,toponyme,GPE,de,source,phrase_proche_deplacement,12,nmod,10512
1482,1482,234,499,,venus,venir,True,319,les canots,s canots,vehicule::s canots,vehicule,VEH,dans,destination,phrase_proche_deplacement,4,obl:arg,10521
1482,1482,234,499,,venus,venir,True,321,le mongolia,mongolia,vehicule::mongolia,vehicule,VEH,,cadre,ud_ancetre_verbe,2,obj,10528
1483,1483,234,499,,accoster,accoster,True,319,les canots,s canots,vehicule::s canots,vehicule,VEH,dans,destination,phrase_proche_deplacement,5,obl:arg,10521
1483,1483,234,499,,accoster,accoster,True,321,le mongolia,mongolia,vehicule::mongolia,vehicule,VEH,,destination,objet,1,obj,10528
1516,1516,243,511,,faut,falloir,False,322,du consulat,consulat,lieu_precis::consulat,lieu_precis,FAC,a;de,source,ud_ancetre_verbe,9,nmod,10725
1517,1517,243,511,,présente,présente,False,322,du consulat,consulat,lieu_precis::consulat,lieu_precis,FAC,a;de,source,ud_ancetre_verbe,5,nmod,10725
1518,1518,243,511,,présente,présente,False,322,du consulat,consulat,lieu_precis::consulat,lieu_precis,FAC,a;de,source,ud_ancetre_verbe,5,nmod,10725
1519,1519,243,511,,présente,présente,False,322,du consulat,consulat,lieu_precis::consulat,lieu_precis,FAC,a;de,source,objet,5,nmod,10725
1521,1521,246,514,,sont,être,False,323,ces bureaux,ces bureaux,lieu_precis::ces bureaux,lieu_precis,FAC,,cadre,sujet,1,nsubj,10747
1522,1522,247,515,,répondit,répondre,False,324,la place,place,lieu_precis::place,lieu_precis,FAC,au;de,source,objet,3,nmod,10755
1523,1523,247,515,,indiquant,indiquer,False,325,une maison éloignée de deux cents pas,e maison éloignée de deux cents pas,lieu_precis::e maison eloignee de deux cents pas,lieu_precis,FAC,de;en,source,objet,1,obl:arg,10767
1529,1529,249,517,,salua,saluer,False,326,du steamer,steamer,vehicule::steamer,vehicule,VEH,a;de,source,ud_ancetre_verbe,6,nmod,10806
1530,1530,249,517,,salua,saluer,False,326,du steamer,steamer,vehicule::steamer,vehicule,VEH,a;de,source,ud_ancetre_verbe,6,nmod,10806
1531,1531,249,517,,retourna,retourner,True,326,du steamer,steamer,vehicule::steamer,vehicule,VEH,a;de,source,objet,3,nmod,10806
1532,1532,250,518,,redescendit,redescendre,True,327,le quai,quai,lieu_precis::quai,lieu_precis,FAC,sur,cadre,objet,2,obl:arg,10812
1532,1532,250,518,,redescendit,redescendre,True,328,les bureaux du consul,s bureaux du consul,lieu_precis::s bureaux du consul,lieu_precis,FAC,vers,destination,ud_ancetre_verbe,9,obl:arg,10818
1533,1533,250,518,,dirigea,diriger,False,328,les bureaux du consul,s bureaux du consul,lieu_precis::s bureaux du consul,lieu_precis,FAC,vers,destination,ud_ancetre_verbe,3,obl:arg,10818
1534,1534,250,518,,dirigea,diriger,False,328,les bureaux du consul,s bureaux du consul,lieu_precis::s bureaux du consul,lieu_precis,FAC,vers,destination,objet,3,obl:arg,10818
1539,1539,251,520,,croire,croire,False,329,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,a;de,source,ud_ancetre_verbe,9,nmod,10868
1540,1540,251,520,,pris,prendre,False,329,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,a;de,source,ud_ancetre_verbe,4,nmod,10868
1541,1541,251,520,,pris,prendre,False,329,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,a;de,source,objet,4,nmod,10868
1549,1549,253,523,,présentera,présenter,False,330,mon bureau,mon bureau,lieu_precis::mon bureau,lieu_precis,FAC,a,cadre,ud_ancetre_verbe,5,obl:arg,10918
1550,1550,253,523,,présentera,présenter,False,330,mon bureau,mon bureau,lieu_precis::mon bureau,lieu_precis,FAC,a,cadre,objet,5,obl:arg,10918
1571,1571,258,532,,retienne,retenir,False,331,londres,londres,toponyme::londres,toponyme,GPE,de,source,ud_ancetre_verbe,12,obl:arg,11081
1572,1572,258,532,,retienne,retenir,False,331,londres,londres,toponyme::londres,toponyme,GPE,de,source,ud_ancetre_verbe,12,obl:arg,11081
1573,1573,258,532,,reçu,recevoir,False,331,londres,londres,toponyme::londres,toponyme,GPE,de,source,objet,2,obl:arg,11081
1574,1574,258,532,,reçu,recevoir,False,331,londres,londres,toponyme::londres,toponyme,GPE,de,source,ud_ancetre_verbe,2,obl:arg,11081
1578,1578,260,535,,frappait,frapper,True,332,son cabinet,son cabinet,lieu_precis::son cabinet,lieu_precis,FAC,de,source,ud_ancetre_verbe,5,nmod,11130
1579,1579,260,535,,frappait,frapper,True,332,son cabinet,son cabinet,lieu_precis::son cabinet,lieu_precis,FAC,de,source,objet,5,nmod,11130
1588,1588,262,538,,prit,prendre,False,333,du cabinet,cabinet,lieu_precis::cabinet,lieu_precis,FAC,dans;de,source,ud_ancetre_verbe,15,nmod,11207
1590,1590,262,538,,observait,observer,False,333,du cabinet,cabinet,lieu_precis::cabinet,lieu_precis,FAC,dans;de,source,objet,3,nmod,11207
1596,1596,268,545,,venez,venir,True,334,londres,londres,toponyme::londres,toponyme,GPE,de,source,objet,2,obl:arg,11267
1602,1602,273,551,,désire,désirer,False,336,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,8,nmod,11328
1603,1603,273,551,,constater,constater,False,336,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,7,nmod,11328
1604,1604,273,551,,constater,constater,False,336,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,objet,7,nmod,11328
1637,1637,282,565,,quittant,quitter,True,337,la maison consulaire,maison consulaire,lieu_precis::maison consulaire,lieu_precis,FAC,en,source,objet,1,obj,11524
1637,1637,282,565,,quittant,quitter,True,338,le quai,quai,lieu_precis::quai,lieu_precis,FAC,vers,source,phrase_proche_deplacement,9,obl:arg,11531
1638,1638,282,565,,dirigé,diriger,False,337,la maison consulaire,maison consulaire,lieu_precis::maison consulaire,lieu_precis,FAC,en,cadre,ud_ancetre_verbe,6,obj,11524
1638,1638,282,565,,dirigé,diriger,False,338,le quai,quai,lieu_precis::quai,lieu_precis,FAC,vers,destination,ud_ancetre_verbe,2,obl:arg,11531
1639,1639,282,565,,dirigé,diriger,False,337,la maison consulaire,maison consulaire,lieu_precis::maison consulaire,lieu_precis,FAC,en,cadre,ud_ancetre_verbe,6,obj,11524
1639,1639,282,565,,dirigé,diriger,False,338,le quai,quai,lieu_precis::quai,lieu_precis,FAC,vers,destination,objet,2,obl:arg,11531
1640,1640,282,566,,donna,donner,False,339,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,ud_ancetre_verbe,3,advmod,11539
1641,1641,282,566,,donna,donner,False,339,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,ud_ancetre_verbe,3,advmod,11539
1642,1642,282,566,,embarqua,embarquer,True,340,un canot,canot,vehicule::canot,vehicule,VEH,dans,source,ud_ancetre_verbe,2,obl:arg,11549
1642,1642,282,566,,embarqua,embarquer,True,341,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,a;de,source,ud_ancetre_verbe,8,nmod,11556
1642,1642,282,566,,embarqua,embarquer,True,342,sa cabine,sa cabine,lieu_precis::sa cabine,lieu_precis,FAC,dans,source,ud_ancetre_verbe,13,obl:arg,11560
1643,1643,282,566,,embarqua,embarquer,True,340,un canot,canot,vehicule::canot,vehicule,VEH,dans,source,objet,2,obl:arg,11549
1643,1643,282,566,,embarqua,embarquer,True,341,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,a;de,source,ud_ancetre_verbe,8,nmod,11556
1643,1643,282,566,,embarqua,embarquer,True,342,sa cabine,sa cabine,lieu_precis::sa cabine,lieu_precis,FAC,dans,source,ud_ancetre_verbe,13,obl:arg,11560
1644,1644,282,566,,revint,revenir,True,340,un canot,canot,vehicule::canot,vehicule,VEH,dans,destination,phrase_proche_deplacement,3,obl:arg,11549
1644,1644,282,566,,revint,revenir,True,341,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,a;de,source,objet,3,nmod,11556
1644,1644,282,566,,revint,revenir,True,342,sa cabine,sa cabine,lieu_precis::sa cabine,lieu_precis,FAC,dans,destination,phrase_proche_deplacement,8,obl:arg,11560
1645,1645,282,566,,rentra,rentrer,True,340,un canot,canot,vehicule::canot,vehicule,VEH,dans,destination,phrase_proche_deplacement,9,obl:arg,11549
1645,1645,282,566,,rentra,rentrer,True,341,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,a;de,source,phrase_proche_deplacement,3,nmod,11556
1645,1645,282,566,,rentra,rentrer,True,342,sa cabine,sa cabine,lieu_precis::sa cabine,lieu_precis,FAC,dans,destination,objet,2,obl:arg,11560
1648,1648,283,568,,Quitté,quitter,True,343,londres,londres,toponyme::londres,toponyme,GPE,,source,objet,1,obj,11578
1649,1649,283,568,,Quitté,quitter,True,343,londres,londres,toponyme::londres,toponyme,GPE,,source,ud_ancetre_verbe,1,obj,11578
1650,1650,283,568,,Quitté,quitter,True,343,londres,londres,toponyme::londres,toponyme,GPE,,source,ud_ancetre_verbe,1,obj,11578
1651,1651,284,569,,Arrivé,arriver,True,344,paris,paris,toponyme::paris,toponyme,GPE,a,destination,objet,2,obl:arg,11591
1652,1652,284,569,,Arrivé,arriver,True,344,paris,paris,toponyme::paris,toponyme,GPE,a,destination,ud_ancetre_verbe,2,obl:arg,11591
1653,1653,284,569,,Arrivé,arriver,True,344,paris,paris,toponyme::paris,toponyme,GPE,a,destination,ud_ancetre_verbe,2,obl:arg,11591
1654,1654,285,570,,Quitté,quitter,True,345,paris,paris,toponyme::paris,toponyme,GPE,,source,objet,1,obj,11605
1655,1655,285,570,,Quitté,quitter,True,345,paris,paris,toponyme::paris,toponyme,GPE,,source,ud_ancetre_verbe,1,obj,11605
1656,1656,285,570,,Quitté,quitter,True,345,paris,paris,toponyme::paris,toponyme,GPE,,source,ud_ancetre_verbe,1,obj,11605
1657,1657,286,571,,Arrivé,arriver,True,346,le mont-cenis,mont-cenis,toponyme::mont cenis,toponyme,LOC,par,destination,objet,2,obl:mod,11616
1657,1657,286,571,,Arrivé,arriver,True,347,turin,turin,toponyme::turin,toponyme,GPE,a,destination,ud_ancetre_verbe,5,obl:arg,11616
1658,1658,286,571,,Arrivé,arriver,True,346,le mont-cenis,mont-cenis,toponyme::mont cenis,toponyme,LOC,par,destination,ud_ancetre_verbe,2,obl:mod,11616
1658,1658,286,571,,Arrivé,arriver,True,347,turin,turin,toponyme::turin,toponyme,GPE,a,destination,objet,5,obl:arg,11616
1659,1659,286,571,,Arrivé,arriver,True,346,le mont-cenis,mont-cenis,toponyme::mont cenis,toponyme,LOC,par,destination,ud_ancetre_verbe,2,obl:mod,11616
1659,1659,286,571,,Arrivé,arriver,True,347,turin,turin,toponyme::turin,toponyme,GPE,a,destination,ud_ancetre_verbe,5,obl:arg,11616
1660,1660,286,571,,Arrivé,arriver,True,346,le mont-cenis,mont-cenis,toponyme::mont cenis,toponyme,LOC,par,destination,ud_ancetre_verbe,2,obl:mod,11616
1660,1660,286,571,,Arrivé,arriver,True,347,turin,turin,toponyme::turin,toponyme,GPE,a,destination,ud_ancetre_verbe,5,obl:arg,11616
1661,1661,287,572,,Quitté,quitter,True,348,turin,turin,toponyme::turin,toponyme,GPE,,source,objet,1,obj,11633
1662,1662,287,572,,Quitté,quitter,True,348,turin,turin,toponyme::turin,toponyme,GPE,,source,ud_ancetre_verbe,1,obj,11633
1663,1663,287,572,,Quitté,quitter,True,348,turin,turin,toponyme::turin,toponyme,GPE,,source,ud_ancetre_verbe,1,obj,11633
1664,1664,288,573,,Arrivé,arriver,True,349,brindisi,brindisi,toponyme::brindisi,toponyme,GPE,a,destination,objet,2,obl:arg,11644
1665,1665,288,573,,Arrivé,arriver,True,349,brindisi,brindisi,toponyme::brindisi,toponyme,GPE,a,destination,ud_ancetre_verbe,2,obl:arg,11644
1666,1666,288,573,,Arrivé,arriver,True,349,brindisi,brindisi,toponyme::brindisi,toponyme,GPE,a,destination,ud_ancetre_verbe,2,obl:arg,11644
1667,1667,289,574,,Embarqué,embarquer,True,350,le mongolia,mongolia,vehicule::mongolia,vehicule,VEH,sur,source,objet,2,obl:arg,11657
1668,1668,289,574,,Embarqué,embarquer,True,350,le mongolia,mongolia,vehicule::mongolia,vehicule,VEH,sur,source,ud_ancetre_verbe,2,obl:arg,11657
1669,1669,289,574,,Embarqué,embarquer,True,350,le mongolia,mongolia,vehicule::mongolia,vehicule,VEH,sur,source,ud_ancetre_verbe,2,obl:arg,11657
1670,1670,290,575,,Arrivé,arriver,True,351,suez,suez,toponyme::suez,toponyme,GPE,a,destination,objet,2,obl:arg,11669
1671,1671,290,575,,Arrivé,arriver,True,351,suez,suez,toponyme::suez,toponyme,GPE,a,destination,ud_ancetre_verbe,2,obl:arg,11669
1672,1672,290,575,,Arrivé,arriver,True,351,suez,suez,toponyme::suez,toponyme,GPE,a,destination,ud_ancetre_verbe,2,obl:arg,11669
1686,1686,294,579,,inscrivit,inscrire,False,364,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,14,nmod,11826
1687,1687,294,579,,inscrivit,inscrire,False,364,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,14,nmod,11826
1688,1688,294,579,,inscrivit,inscrire,False,364,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,14,nmod,11826
1689,1689,294,579,,inscrivit,inscrire,False,364,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,objet,14,nmod,11826
1694,1694,295,581,,voir,voir,False,365,la ville,ville,toponyme::ville,toponyme,GPE,a,cadre,objet,1,obj,11861
1695,1695,295,581,,pensait,penser,False,365,la ville,ville,toponyme::ville,toponyme,GPE,a,cadre,ud_ancetre_verbe,6,obj,11861
1696,1696,295,581,,visiter,visiter,True,366,les pays,s pays,toponyme::s pays,toponyme,LOC,par,cadre,ud_ancetre_verbe,4,obj,11880
1697,1697,295,581,,visiter,visiter,True,366,les pays,s pays,toponyme::s pays,toponyme,LOC,par,cadre,objet,4,obj,11880
1698,1698,295,581,,traversent,traverser,True,366,les pays,s pays,toponyme::s pays,toponyme,LOC,par,cadre,phrase_proche_deplacement,4,obj,11880
1699,1699,296,582,,rejoint,rejoindre,True,367,le quai passepartout,quai passepartout,lieu_precis::quai passepartout,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,2,obl:mod,11896
1700,1700,296,582,,rejoint,rejoindre,True,367,le quai passepartout,quai passepartout,lieu_precis::quai passepartout,lieu_precis,FAC,sur,cadre,objet,2,obl:mod,11896
1701,1701,296,582,,flânait,flâner,True,367,le quai passepartout,quai passepartout,lieu_precis::quai passepartout,lieu_precis,FAC,sur,cadre,phrase_proche_deplacement,5,obl:mod,11896
1712,1712,299,587,,regardez,regarder,False,368,le pays,pays,toponyme::pays,toponyme,LOC,,cadre,objet,1,obj,11965
1716,1716,300,589,,sommes,être,False,369,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,2,obl:arg,11992
1717,1717,300,589,,sommes,être,False,369,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,objet,2,obl:arg,11992
1721,1721,306,597,,Figurez,figurer,False,377,cette fameuse capitale,cette fameuse capitale,toponyme::cette fameuse capitale,toponyme,GPE,,cadre,ud_ancetre_verbe,18,conj,12032
1721,1721,306,597,,Figurez,figurer,False,378,la gare du nord,gare du nord,lieu_precis::gare du nord,lieu_precis,FAC,entrer,cadre,ud_ancetre_verbe,40,obl:mod,12057
1722,1722,306,597,,imaginais,imaginer,False,376,paris,paris,toponyme::paris,toponyme,GPE,,cadre,ud_ancetre_verbe,7,dep,12045
1723,1723,306,597,,aller,aller,True,376,paris,paris,toponyme::paris,toponyme,GPE,,cadre,ud_ancetre_verbe,4,dep,12045
1723,1723,306,597,,aller,aller,True,377,cette fameuse capitale,cette fameuse capitale,toponyme::cette fameuse capitale,toponyme,GPE,,cadre,phrase_proche_deplacement,7,conj,12032
1724,1724,306,597,,revue,revoir,False,378,la gare du nord,gare du nord,lieu_precis::gare du nord,lieu_precis,FAC,entrer,cadre,ud_ancetre_verbe,15,obl:mod,12057
1724,1724,306,597,,revue,revoir,False,379,la gare de lyon,gare de lyon,lieu_precis::gare de lyon,lieu_precis,FAC,de,source,ud_ancetre_verbe,20,conj,12073
1724,1724,306,597,,revue,revoir,False,380,un fiacre,fiacre,vehicule::fiacre,vehicule,VEH,de,source,ud_ancetre_verbe,30,nmod,12085
1725,1725,306,597,,revue,revoir,False,378,la gare du nord,gare du nord,lieu_precis::gare du nord,lieu_precis,FAC,entrer,cadre,ud_ancetre_verbe,15,obl:mod,12057
1725,1725,306,597,,revue,revoir,False,379,la gare de lyon,gare de lyon,lieu_precis::gare de lyon,lieu_precis,FAC,de,source,ud_ancetre_verbe,20,conj,12073
1725,1725,306,597,,revue,revoir,False,380,un fiacre,fiacre,vehicule::fiacre,vehicule,VEH,de,source,ud_ancetre_verbe,30,nmod,12085
1726,1726,306,597,,revue,revoir,False,378,la gare du nord,gare du nord,lieu_precis::gare du nord,lieu_precis,FAC,entrer,cadre,ud_ancetre_verbe,15,obl:mod,12057
1726,1726,306,597,,revue,revoir,False,379,la gare de lyon,gare de lyon,lieu_precis::gare de lyon,lieu_precis,FAC,de,source,ud_ancetre_verbe,20,conj,12073
1726,1726,306,597,,revue,revoir,False,380,un fiacre,fiacre,vehicule::fiacre,vehicule,VEH,de,source,ud_ancetre_verbe,30,nmod,12085
1727,1727,306,597,,revue,revoir,False,378,la gare du nord,gare du nord,lieu_precis::gare du nord,lieu_precis,FAC,entrer,cadre,objet,15,obl:mod,12057
1727,1727,306,597,,revue,revoir,False,379,la gare de lyon,gare de lyon,lieu_precis::gare de lyon,lieu_precis,FAC,de,source,objet,20,conj,12073
1727,1727,306,597,,revue,revoir,False,380,un fiacre,fiacre,vehicule::fiacre,vehicule,VEH,de,source,ud_ancetre_verbe,30,nmod,12085
1728,1728,306,597,,revue,revoir,False,378,la gare du nord,gare du nord,lieu_precis::gare du nord,lieu_precis,FAC,entrer,cadre,ud_ancetre_verbe,15,obl:mod,12057
1728,1728,306,597,,revue,revoir,False,379,la gare de lyon,gare de lyon,lieu_precis::gare de lyon,lieu_precis,FAC,de,source,ud_ancetre_verbe,20,conj,12073
1728,1728,306,597,,revue,revoir,False,380,un fiacre,fiacre,vehicule::fiacre,vehicule,VEH,de,source,objet,30,nmod,12085
1730,1730,306,599,,aimé,aimer,False,381,le père - lachaise,père - lachaise,lieu_precis::pere lachaise,lieu_precis,FAC,a,cadre,ud_ancetre_verbe,3,case,12106
1730,1730,306,599,,aimé,aimer,False,382,le cirque des champs - élysées,cirque des champs - élysées,lieu_precis::cirque des champs elysees,lieu_precis,FAC,,cadre,ud_ancetre_verbe,8,conj,12103
1730,1730,306,599,,aimé,aimer,False,383,des champs - élysées,champs - élysées,lieu_precis::champs elysees,lieu_precis,FAC,de,source,ud_ancetre_verbe,10,nmod,12110
1731,1731,306,599,,revoir,revoir,False,381,le père - lachaise,père - lachaise,lieu_precis::pere lachaise,lieu_precis,FAC,a,cadre,objet,1,case,12106
1731,1731,306,599,,revoir,revoir,False,382,le cirque des champs - élysées,cirque des champs - élysées,lieu_precis::cirque des champs elysees,lieu_precis,FAC,,cadre,ud_ancetre_verbe,6,conj,12103
1731,1731,306,599,,revoir,revoir,False,383,des champs - élysées,champs - élysées,lieu_precis::champs elysees,lieu_precis,FAC,de,source,ud_ancetre_verbe,8,nmod,12110
1732,1732,306,599,,revoir,revoir,False,381,le père - lachaise,père - lachaise,lieu_precis::pere lachaise,lieu_precis,FAC,a,cadre,objet,1,case,12106
1732,1732,306,599,,revoir,revoir,False,382,le cirque des champs - élysées,cirque des champs - élysées,lieu_precis::cirque des champs elysees,lieu_precis,FAC,,cadre,ud_ancetre_verbe,6,conj,12103
1732,1732,306,599,,revoir,revoir,False,383,des champs - élysées,champs - élysées,lieu_precis::champs elysees,lieu_precis,FAC,de,source,ud_ancetre_verbe,8,nmod,12110
1738,1738,309,604,,vais,aller,True,384,un bazar,bazar,lieu_precis::bazar,lieu_precis,FAC,a,destination,ud_ancetre_verbe,4,obl:arg,12171
1739,1739,309,604,,conduire,conduire,False,384,un bazar,bazar,lieu_precis::bazar,lieu_precis,FAC,a,cadre,ud_ancetre_verbe,2,obl:arg,12171
1740,1740,309,604,,conduire,conduire,False,384,un bazar,bazar,lieu_precis::bazar,lieu_precis,FAC,a,cadre,objet,2,obl:arg,12171
1749,1749,312,609,,prenne,prendre,False,386,le bateau,bateau,vehicule::bateau,vehicule,VEH,,cadre,ud_ancetre_verbe,7,obj,12225
1750,1750,312,609,,manquer,manquer,False,386,le bateau,bateau,vehicule::bateau,vehicule,VEH,,cadre,objet,1,obj,12225
1763,1763,318,620,,gardé,garder,False,387,londres,londres,toponyme::londres,toponyme,GPE,de,source,objet,4,nmod,12324
1763,1763,318,620,,gardé,garder,False,388,suez,suez,toponyme::suez,toponyme,GPE,sur,cadre,ud_ancetre_verbe,13,obl:mod,12329
1764,1764,318,620,,retarde,retarder,False,388,suez,suez,toponyme::suez,toponyme,GPE,sur,cadre,ud_ancetre_verbe,6,obl:mod,12329
1765,1765,318,620,,retarde,retarder,False,388,suez,suez,toponyme::suez,toponyme,GPE,sur,cadre,objet,6,obl:mod,12329
1767,1767,318,621,,avoir,avoir,False,389,chaque pays,chaque pays,toponyme::chaque pays,toponyme,GPE,au;de,source,ud_ancetre_verbe,9,nmod,12346
1768,1768,318,621,,remettre,remettre,False,389,chaque pays,chaque pays,toponyme::chaque pays,toponyme,GPE,au;de,source,ud_ancetre_verbe,6,nmod,12346
1769,1769,318,621,,remettre,remettre,False,389,chaque pays,chaque pays,toponyme::chaque pays,toponyme,GPE,au;de,source,objet,6,nmod,12346
1777,1777,324,628,,quitté,quitter,True,392,londres,londres,toponyme::londres,toponyme,GPE,,source,objet,1,obj,12423
1803,1803,333,644,,promis,promettre,False,393,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,au;de,source,ud_ancetre_verbe,6,nmod,12596
1803,1803,333,644,,promis,promettre,False,394,bombay,bombay,toponyme::bombay,toponyme,GPE,a,cadre,ud_ancetre_verbe,13,obl:arg,12602
1804,1804,333,644,,promis,promettre,False,393,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,au;de,source,objet,6,nmod,12596
1804,1804,333,644,,promis,promettre,False,394,bombay,bombay,toponyme::bombay,toponyme,GPE,a,cadre,ud_ancetre_verbe,13,obl:arg,12602
1805,1805,333,644,,arrivons,arriver,True,393,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,au;de,source,phrase_proche_deplacement,5,nmod,12596
1805,1805,333,644,,arrivons,arriver,True,394,bombay,bombay,toponyme::bombay,toponyme,GPE,a,destination,objet,2,obl:arg,12602
1806,1806,333,644,,arrivons,arriver,True,393,du mongolia,mongolia,vehicule::mongolia,vehicule,VEH,au;de,source,phrase_proche_deplacement,5,nmod,12596
1806,1806,333,644,,arrivons,arriver,True,394,bombay,bombay,toponyme::bombay,toponyme,GPE,a,destination,ud_ancetre_verbe,2,obl:arg,12602
1818,1818,337,648,,arriver,arriver,True,396,des pays lointains,pays lointains,toponyme::pays lointains,toponyme,LOC,de;en,source,objet,2,obl:arg,12684
1819,1819,337,648,,confirmait,confirmer,False,395,londres,londres,toponyme::londres,toponyme,GPE,de,source,sujet,31,nmod,12664
1820,1820,337,648,,devait,devoir,False,395,londres,londres,toponyme::londres,toponyme,GPE,de,source,sujet,33,nmod,12664
1826,1826,337,649,,connaissait,connaître,False,397,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,ud_ancetre_verbe,10,obl:mod,12729
1827,1827,337,649,,vivait,vivre,False,397,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,ud_ancetre_verbe,3,obl:mod,12729
1828,1828,337,649,,isolé,isoler,False,397,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,objet,2,obl:mod,12729
1831,1831,337,649,,put,pouvoir,False,398,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,11,obl:arg,12769
1832,1832,337,649,,tenir,tenir,False,398,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,10,obl:arg,12769
1832,1832,337,649,,tenir,tenir,False,399,bombay,bombay,toponyme::bombay,toponyme,GPE,a,cadre,ud_ancetre_verbe,18,obl:arg,12777
1833,1833,337,649,,débarquait,débarquer,True,398,suez,suez,toponyme::suez,toponyme,GPE,a,source,objet,3,obl:arg,12769
